Contract #,Business Size,Schedule,Site,Begin Date,End Date,SIN,Vendor Name,Labor Category,education Level,Minimum Years Experience,Current Year Labor Price,Next Year Labor Price,Second Year Labor Price
47QTCA21D005P,small business,MAS Consolidated,Both,2/23/21,2/22/26,54151S,Patriot LLC,Information Assurance Analyst - LEVEL II,Bachelors,5,131.97,134.35,136.76
47QRAA19D007H,small business,Consolidated,Both,4/30/19,4/29/24,"874-1, 874-7","Pal Technologies, Inc.",Sr Project Manager,Bachelors,6,131.97,134.61,137.3
GS-10F-0059N,small business,Environmental,Both,11/4/02,11/3/22,899-8,Cape Environmental Management Inc. (d.b.a.) Cape,Sr. Project Manager,Bachelors,5,131.98,134.75,137.58
47QRAA18D000K,other than small business,Consolidated,Customer,10/18/17,10/17/22,874-1 & 874-7,"Information International Associates, Inc.",Marketing and Business Development SME I,Bachelors,5,131.99,135.16,138.4
GS-00F-378GA,other than small business,Consolidated,Contractor,9/8/17,9/7/22,"871-1, 2, 3, 4, 5, 6",INTEGRATED SOLUTIONS FOR SYSTEMS,Subject Matter Expert 1 (SME-1-1),Masters,5,132.01,133.99,136
47QRAA19D000Q,other than small business,Consolidated,Both,10/31/18,10/30/23,"C871-1, C871-2, C871-3, C871-4, C871-5, C871-6, C871-7, C899-1, C899-3, C899-7, C899-8",Stantec Consulting Services,Engineer/Analyst,Bachelors,5,132.03,135.06,138.17
GS-10F-203AA,small business,MOBIS,Both,7/3/13,7/2/23,"874-1, 874-4, 874-7,541-2, 541-4A, 541-4F, 541-5","Atlas Research, LLC",Management Consultant II,Masters,6,132.03,135.33,138.72
GS-21F-046GA,small business,03FAC,,6/26/17,6/25/22,811-002,ALUTIIQ COMMERCIAL ENTERPRISES LLC,Principal Engineer,Bachelors,7,132.04,,
47QTCA19D00H2,small business,IT Schedule 70,Both,8/9/19,8/8/24,132-51,"S4, INC.",Subject Matter Expert I,Bachelors,5,132.07,132.07,132.07
GS-00F-0012Y,small business,Consolidated,Both,1/1/12,12/31/21,C871-6/C871-7,"Markon, Inc.",Senior Consultant I,Bachelors,6,132.07,,
GS-10F-0447Y,small business,PES,Both,8/24/12,8/23/22,"871-1, 871-2, 871-3, 871-4, 871-6","Jaxon Engineering & Maintenance, Inc.",2B- Project Manager / Engineer,Bachelors,5,132.09,134.47,136.89
GS-00F-067GA,small business,Consolidated,Both,12/16/16,12/15/21,"520 1/RC, 520 11/RC, 520 12/RC, 520 13/RC, 520 21/RC, 874 1/RC, 874 7/RC, 595 21/RC","INFORMATION TECHNOLOGY COALITION, INC",Systems Architect,Bachelors,5,132.1,134.74,137.44
GS-00F-204DA,small business,Consolidated,Both,6/29/16,6/28/21,874-1,FUSION PPT LLC,Consultant Level 1,Bachelors,5,132.12,132.12,
GS35F199GA,small business,IT Schedule 70,Customer,1/22/17,1/24/22,132-51,PUMEX Computing LLC,Project Manager III,Bachelors,7,132.14,132.14,132.14
GS-00F-145GA,other than small business,Consolidated,Both,3/21/17,3/20/22,874-1/874-1RC,"Organizational Strategies, LLC",Training Specialist,Bachelors,7,132.15,135.59,139.12
47QRAA19D00DM,other than small business,Consolidated,Both,9/25/19,9/24/24,"874-1, 874-1RC, 874-6, 874-6RC, 899-1, 899-1RC, 899-7, 899-7RC",C. H. Guernsey & Company,Senior 2 - Engineer / Analyst / Consultant,Bachelors,5,132.16,135.73,139.39
47QRAA19D007F,small business,Consolidated,Both,4/26/19,4/25/24,"871 1, 871 2, 871 3, 871 4, 871 5, C132 51",Gbl Systems Corporation,Senior Systems Engineer,Bachelors,6,132.18,132.18,132.18
47QRAA19D00B6,other than small business,Consolidated,Customer,8/8/19,8/7/24,871-4,ALPHASIX CORPORATION,Testing Specialist Level 3,Bachelors,6,132.2,134.84,137.54
GS-00F-210GA,small business,Consolidated,Both,6/2/17,6/1/22,"871-1, 871-2, 871-3, 871-4, 871-7, 899-1, 899-8",ROBERT AND COMPANY,Mid Level Mechanical Engineer,Bachelors,5,132.21,134.33,136.48
GS-00F-359GA,small business,Consolidated,Both,9/2/17,9/1/22,874-1,"Brand Consulting Group, Inc.",ISO 9001 General Consulting-Consultant,Bachelors,5,132.22,135.47,138.8
47QRAA18D008A,small business,Consolidated,Both,4/24/18,4/23/23,"899-1, 899-7, 871-7",Nichols Consulting Engineers Cht,Senior GIS,Bachelors,6,132.24,135.02,137.85
47QRAA18D0099,small business,MAS Consolidated,Both,5/10/18,5/9/23,541620,INTERNATIONAL BUSINESS SALES & SERVICES CORPORATION,Scientific Analyst II,Bachelors,7,132.25,135.43,
gs10f0183x,small business,MAS Consolidated,Both,4/4/21,4/3/26,"541330ENG, 541611","Alfonso & Associates Consulting, Inc",Project Control Planner,Bachelors,6,132.26,135.04,137.87
GS10F0097S,small business,MAS Consolidated,Both,12/27/20,12/26/25,"541611, 541611R/C, 611430, 611430R/C, 611512, 611512R/C, OLM, OLMSTLOC, OLMR/C","Acclaro Research Solutions, Inc.",Emergency Management Subject Matter Expert 3,Bachelors,7,132.31,132.31,132.31
GS-23F-0322N,small business,PES,Contractor,8/29/03,8/28/23,"871-1, -2, -3, -4, -5, -6; 874-6","5-d Systems, Inc.",Systems Engineer,Bachelors,5,132.31,135.49,138.74
GS-10F-0097S,small business,MAS Consolidated,Both,12/27/20,12/26/25,"541611, 541611R/C, 611430, 611430R/C, 611512, 611512R/C, OLM, OLMSTLOC, OLMR/C","ACCLARO RESEARCH SOLUTIONS, INC.",Emergency Management Subject Matter Expert 3,Bachelors,7,132.31,135.62,139.01
47QRAA18D000K,other than small business,Consolidated,Contractor,10/18/17,10/17/22,874-1 & 874-7,"Information International Associates, Inc.",Quality Assurance Manager/Quality Assurance Consultant,Masters,5,132.35,135.53,138.78
GS-00F-195GA,small business,Consolidated,,5/24/17,5/23/22,"871-1 through 871-6, 874-1, 874-6, 874-7, 874-501, 874-503, 874-504, 874-505, 874-507",DIGIFLIGHT INCORPORATED,Engineer/Analyst II,Bachelors,7,132.39,135.04,137.74
GS-00F-110GA,small business,Consolidated,Both,2/15/17,2/14/22,"520 21/RC, 874 1/RC, 874 7/RC","SHABAS SOLUTIONS, LLC",Program Manager/Project Advisor,Bachelors,7,132.4,135.18,138.01
47QRAA18D00CR,other than small business,Consolidated,Both,7/24/18,7/23/23,"899-1, 899-7","COPPERHEAD ENVIRONMENTAL CONSULTING, INC",Sr. Environmental Planner,Bachelors,7,132.4,135.18,138.01
47QRAA19D00A5,other than small business,Consolidated,Both,7/12/19,7/11/24,"874.1, 874.7",THOUGHT LEADERSHIP & INNOVATION FOUNDATION,Communications Manager,Bachelors,5,132.4,136.11,139.92
GS-23F-0277L,small business,PES,Customer,9/6/01,9/5/21,"871-1, 871-1RC, 871-2, 871-2RC,
871-3, 871-3RC, 871-4, 871- 4RC,
871-5, 871- 5RC, 871-6, 871- 6RC, 874-1, 874-1RC, 874-6, 874-6RC, 874-7, 874-7RC","Windmill International, Inc.",Senior IDE Management Specialist,Masters,6,132.48,132.48,
47QRAA18D004E,small business,Consolidated,Both,2/1/18,1/31/23,"874-1, 874-6 & 874-7","U.S. FEDERAL SOLUTIONS, INC",Project Manager III,Bachelors,6,132.49,135.01,137.57
47QRAA18D003X,other than small business,Consolidated,Customer,1/25/18,1/24/23,874-1; 874-7,"CNA Corporation, The",Survey Methodologist,Bachelors,6,132.5,132.5,135.15
GS-00F-145GA,other than small business,Consolidated,Both,3/21/17,3/20/22,871-1/871-1RC and 871-2/871-2RC and 871-3/871-3RC and 871-4/871-4RC and 871-5/871-5RC and 871-6/871-6RC,"Organizational Strategies, LLC",Physicist/Mathmetician/Scientist,Bachelors,5,132.5,135.95,139.48
GS-00F-365GA,other than small business,Consolidated,Both,9/9/17,9/8/22,874 1,POLICE EXECUTIVE RESEARCH FORUM,Senior Associate 2,Bachelors,6,132.53,132.53,132.53
GS-00F-385GA,small business,Consolidated,Both,9/12/17,9/11/22,871-3,"Versa Engineering & Technology, Inc.",Project Engineer 5,Bachelors,5,132.55,136.52,140.62
47QRAA18D009Y,other than small business,Consolidated,Contractor,5/30/18,5/29/23,899-1/8,"Lsa Associates, Inc.",Senior Environmental Planner,Bachelors,6,132.6,132.6,132.6
47QRAA18D009Y,other than small business,Consolidated,Contractor,5/30/18,5/29/23,899-1/8,"Lsa Associates, Inc.",Senior Noise Specialist,Bachelors,6,132.6,132.6,132.6
47QRAA18D00A9,small business,Consolidated,Customer,6/2/18,6/1/23,"871-1,871-2,871-3,871-4,871-5,871-6",QED SYSTEMS LLC,Senior Scientist,Bachelors,7,132.61,135,137.43
47QRAA20D001T,small business,Consolidated,Both,11/21/19,11/20/24,874 1,"OVERSEAS STRATEGIC CONSULTING, LTD",Media Production Specialist - Mid,Bachelors,5,132.63,135.62,138.67
47QRAA19D00CE,small business,Consolidated,Both,9/13/19,9/12/24,"874-1,874-4, 874-7",SGI Group LLC,Subject Matter Expert I,Bachelors,6,132.65,135.31,138.01
47QRAA19D00CE,small business,Consolidated,Both,9/13/19,9/12/24,"874-1,874-4, 874-7",SGI Group LLC,Analyst II,Bachelors,5,132.65,135.31,138.01
47QRAA20D000Z,small business,Consolidated,Both,11/1/19,11/1/24,"541 3
874 1
874 7","ENTERPRISE KNOWLEDGE, LLC",Project Lead,Bachelors,7,132.66,132.66,132.66
47QRAA19D002H,small business,MAS Consolidated,Both,12/20/18,12/19/23,541611,JCS SOLUTIONS LLC,Analyst III,Bachelors,5,132.66,135.05,137.48
GS-21F-036DA,other than small business,03FAC,Contractor,8/15/16,8/14/21,871-202,LOGISTICS MANAGEMENT INSTITUTE,Specialist 2-Client Site,Bachelors,7,132.71,,
47QRAA19D000G,small business,Consolidated,Both,10/25/18,10/24/23,871-1; C132-51,WARRANT TECHNOLOGIES LLC,Instructional System Designer III,Bachelors,6,132.73,135.38,138.09
47QRAA20D001P,small business,Consolidated,Contractor,11/20/19,11/19/24,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 871-7,871-1RC, 871-2RC, 871-3RC, 871-4RC, 871-5RC, 871-6RC, 871-7RC","Genco Systems, Inc.",IV&V Engineer I,Bachelors,5,132.74,135.39,138.1
47QRAA19D00CM,small business,Consolidated,Both,9/18/19,9/17/24,All,"Worldwide Counter Threat Solutions, LLC",Senior Quality Assurance Specialist,Bachelors,7,132.77,135.69,138.67
GS-35F-714GA,other than small business,IT Schedule 70,Both,2/14/18,2/13/23,132-51,Calibre Systems Inc.,Cloud/Web Architect,Bachelors,6,132.77,132.77,132.77
GS-00F-271DA,small business,Consolidated,Both,9/6/16,9/5/21,874-1; 874-6; C132-51; 382-4,"G S 5, LLC",Subject Matter Expert (SME) IV,Bachelors,6,132.78,135.43,
47QRAA19D000Q,other than small business,Consolidated,Both,10/31/18,10/30/23,"C874-1, C874-7",Stantec Consulting Services,Computer Programmer**,Bachelors,5,132.78,135.83,138.96
47QRAA20D001S,other than small business,Consolidated,Customer,11/20/19,11/19/24,"520-21, 871-1, 871-2, 871-3, 871-5, 874-501, 874-503, 874-504, 874-507","Bluewater Federal Solutions, Inc.",Business Analyst IV,Bachelors,6,132.78,135.56,138.41
GS-00F-006AA,other than small business,Consolidated,Contractor,10/1/12,9/30/22,"C871-2, 006, 206, 207, 210","Ssoe, Inc. (d.b.a.) Ssoe Group",Project Manager (Sustainability Arch),Bachelors,5,132.79,136.11,
47QRAA18D006J,small business,Consolidated,Both,3/20/18,3/19/23,871 7,"ANDERSON ENGINEERING OF MINNESOTA, LLC",sr. Environmental scientist-pm,Bachelors,6,132.8,132.8,132.8
GS-00F-043GA,small business,Consolidated,Both,11/16/16,11/15/21,874-1/RC and 874-7/RC,Visual Connections LLC DBA VC,Sr. Acquisition Specialist,Bachelors,6,132.8,135.46,
47QRAA19D001Q,other than small business,Consolidated,Both,12/10/18,12/9/23,874-1,"Project Performance Company, LLC",Management Consultant,Bachelors,6,132.82,135.61,138.46
47QRAA19D008L,small business,Consolidated,Both,6/3/19,6/2/24,520-21,DEFENSE ACQUISITION SUPPORT SERVICES L.L.C. ,Program Specialist 3,Bachelors,6,132.83,136.15,139.56
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"541810, 541850",Nova Research Company,Advertising Task Manager,Masters,5,132.84,136.16,139.57
47QRAA21D002B,small business,MAS Consolidated,Both,2/4/21,2/3/26,541820,NOVA RESEARCH COMPANY,Public Relations Task Manager,Masters,5,132.84,136.16,139.57
GS-00F-255GA,small business,Consolidated,Both,7/7/17,7/6/22,541 5,"Marketing Doctor, Inc.",Audio Production,Bachelors,5,132.84,135.49,138.2
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,541820,Nova Research Company,Public Relations Task Manager,Masters,5,132.84,136.16,139.57
47QRAA20D001S,other than small business,Consolidated,Contractor,11/20/19,11/19/24,"871-1, 871-2, 871-3, 871-5, 874-501, 874-503, 874-504, 874-507","Bluewater Federal Solutions, Inc.",Information Assurance Analyst IV,Bachelors,6,132.86,135.65,138.5
47QRAA18D008Y,small business,Consolidated,Both,5/2/18,5/1/23,"520-12, 520-21 & 874-6","CHRISTOPHER J O'KEEFFE CPA, LLC",Cost Estimator,Bachelors,5,132.87,135.52,138.24
47QRAA18D008Y,small business,Consolidated,Both,5/2/18,5/1/23,"520-12, 520-21 & 874-6","CHRISTOPHER J O'KEEFFE CPA, LLC",Program Analyst,Bachelors,5,132.87,135.52,138.24
47QRAA20D001S,other than small business,Consolidated,Customer,11/20/19,11/19/24,C132-51,"Bluewater Federal Solutions, Inc.",ERP Specialist IV,Bachelors,6,132.89,135.68,138.53
47QRAA20D0009,small business,Consolidated,Both,10/9/19,10/8/24,541 5,"RICE MCVANEY COMMUNICATIONS, LLC",Copy Writer,Bachelors,7,132.92,136.11,139.38
47QRAA20D0009,small business,Consolidated,Both,10/9/19,10/8/24,541 5,"RICE MCVANEY COMMUNICATIONS, LLC",Media Buyer,Bachelors,7,132.92,136.11,139.38
GS-00F-212GA,small business,Consolidated,Both,6/9/17,6/8/22,"874-1, 874-7",ESAC INC,Subject Matter Expert 1,Bachelors,7,132.93,135.72,138.57
GS10F083LA,small business,MAS Consolidated,Contractor,2/8/21,2/7/26,"541810, 541511, 512110, 541850, 541430, 541613, 561920","Montage Marketing Group, LLC",Digital Marketing Strategist,Bachelors,7,132.94,136.26,139.67
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,541611,PEERLESS TECHNOLOGIES CORPORATION,Program Manager II,Bachelors,5,132.96,132.96,132.96
GS-00F-069GA,small business,Consolidated,Contractor,12/15/16,12/14/21,"871-1, 871-2, 871-3 and 874-1","Group W, Inc.",Senior Campaign Analyst,Bachelors,7,132.96,135.75,138.6
47QTCA19D007,small business,IT Schedule 70,Both,9/18/19,9/17/24,132-51,Ideal Systems Solutions,System Engineer III,Bachelors,5,132.99,132.99,132.99
47QTCA19D007,small business,IT Schedule 70,Both,9/18/19,9/17/24,132-51,Ideal Systems Solutions,Network Engineer III,Bachelors,5,132.99,132.99,132.99
47QRAA19D009W,other than small business,Consolidated,Contractor,6/28/19,6/27/24,"874-1, 874-7, 874-501, 874-503, 874-504, 874-505","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Instructor - Senior - Top Secret,Masters,5,133,136.32,139.73
GS-21F-033GA,small business,03FAC,Both,4/1/17,3/31/22,871 207,GRIFFITH ENGINEERING INC,Senior Professional Engineer,Bachelors,7,133,,
47QRAA19D006T,small business,Consolidated,Both,4/10/19,4/9/24,874.1,GADGETSPACE LLC,Applications Engineering Mgr I - Operations Specialist,Bachelors,5,133,135.92,138.91
GS-00F-301DA,small business,Consolidated,Both,9/22/16,9/21/21,"874-1; 874-7,874-1RC; 874-7RC",Cogent Security Consulting LLC,Senior Training Specialist,Bachelors,5,133.03,136.09,139.22
GS-23F-0265L,other than small business,AIMS,Both,8/21/01,7/31/21,541-5,"J. Walter Thompson U.S.A., LLC",Supervisor,Bachelors,5,133.06,133.06,
GS00F262GA,small business,MAS Consolidated,Both,7/12/17,7/11/22,"541420, 541330ENG, 541715, 541611, 611430",COMPUTERCRAFT CORPORATION,Project Manager II,Masters,5,133.06,135.73,
GS-07F-180AA,small business,AIMS,,3/12/13,3/11/23,"541-1, 541-1RC, 541-2, 541-2RC, 541-3, 541-3RC, 541-4A, 541-4ARC, 541-4B, 541-4BRC, 541-5, 541-5RC, 874-4","District Communications Group, LLC (The)",Creative Director,Bachelors,5,133.07,136.26,
GS-00F-037GA,small business,Consolidated,Both,11/10/16,11/9/21,874-7,International Business Initiatives Corporation,Mid-level Program Manager,Masters,5,133.08,137.07,
GS-00F-037GA,small business,Consolidated,Both,11/10/16,11/9/21,874-7,International Business Initiatives Corporation,Mid-level Human Resources Specialist,Masters,5,133.08,137.07,
GS-00F-037GA,small business,Consolidated,Both,11/10/16,11/9/21,520-13,International Business Initiatives Corporation,Mid-level Financial Management Information Systems Expert,Masters,5,133.08,137.07,
GS-00F-037GA,small business,Consolidated,Both,11/10/16,11/9/21,874-1,International Business Initiatives Corporation,Mid-level Information Technology Advisor,Masters,5,133.08,137.07,
GS-23F-056BA,small business,FABS,Contractor,9/5/14,9/4/24,"874-1, 874-4, 874-6, 874-7",Native American Technology Corp.,Systems Engineer Integrator II,Bachelors,6,133.08,133.08,133.08
GS-00F-007AA,other than small business,Consolidated,Both,10/1/01,9/30/21,"C871 1, C871 3, C871 4, C871 5, C871 6, , , C871-202, C871-206,","Atkins North America, Inc.",Sr. Engineer II,Bachelors,7,133.09,,
GS-00F-158GA,small business,Consolidated,Contractor,4/8/17,4/7/22,874-7,"PRO-SPHERE TEK, INC",Sr. Business Consultant,Bachelors,5,133.14,135.8,138.52
GS-00F-158GA,small business,Consolidated,Contractor,4/8/17,4/7/22,874-7,"PRO-SPHERE TEK, INC",Process Improvement Analyst,Bachelors,5,133.14,135.8,138.52
GS-00F-158GA,small business,Consolidated,Contractor,4/8/17,4/7/22,874-7,"PRO-SPHERE TEK, INC",Project Manager,Bachelors,5,133.14,135.8,138.52
GS-35F-340AA,small business,IT Schedule 70,Customer,5/15/18,5/14/23,132-56,Favor TechConsulting,Health Information Technology Expert I,Bachelors,5,133.3,135.97,138.69
GS-35F-399DA,small business,IT Schedule 70,Both,7/7/16,7/6/21,132-51,"Talatek, LLC",Cybersecurity Analyst - mid-level,Bachelors,7,133.3,133.3,133.3
47QRAA19D000N,other than small business,Consolidated,Contractor,10/31/18,10/30/23,"899-1, 899-3, 899-7","T3W BUSINESS SOLUTIONS, INC",GIS Analyst-Senior,Bachelors,6,133.33,136.13,138.99
47QTCA19D00E2,small business,IT Schedule 70,Customer,6/20/19,6/19/24,132-51,Telesto Group LLC,TRAINER II,Bachelors,5,133.34,133.34,133.34
47QRAA18D00G6,small business,Consolidated,Both,9/21/18,9/20/23,871-3,VELOS LLC,System Engineer Principal,Bachelors,6,133.34,136,138.72
47QTCA19D00E2,small business,IT Schedule 70,Customer,6/20/19,6/19/24,132-40,Telesto Group LLC,TRAINER II (CLOUD),Bachelors,5,133.34,133.34,133.34
47QRAA18D006V,other than small business,Consolidated,Both,3/26/18,3/25/23,871-3,"C4 PLANNING SOLUTIONS, LLC ",Software Developer (Lead),Bachelors,6,133.35,136.02,138.74
GS-00F-060GA,other than small business,Consolidated,Both,12/8/16,12/7/21,382 4,Manpowergroup Public Sector Inc.,Expert Testimony/Court Certifier Client Site,Bachelors,5,133.4,135.94,
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,"541330ENG,541715",PEERLESS TECHNOLOGIES CORPORATION,Acquisition Management IV,Bachelors,7,133.46,133.46,133.46
GS-00F-012AA,small business,Consolidated,Contractor,12/14/12,12/13/22,874 1,"The Prospective Group, Inc.",SME III,Bachelors,5,133.55,133.55,133.55
GS-10F-0299U,small business,MOBIS,,7/22/08,7/21/23,874-1,"BCT Partners, LLC (D.B.A.) Mind, Body, and Soul Enterprises",Project Manager,Bachelors,7,133.59,133.59,133.59
GS-00F-145GA,other than small business,Consolidated,Both,3/21/17,3/20/22,899-1/899-1RC 899 899-1,"Organizational Strategies, LLC",GIS Specialist     Level 2,Bachelors,5,133.62,137.09,140.66
GS-00F-0059M,other than small business,Consolidated,Customer,4/23/02,4/22/22,"899-1
899-3
899-7
899-8",Jardon & Howard Technologies I,Consultant III/Environmental Consultant III,Bachelors,6,133.63,136.3,
GS-00F-271DA,small business,Consolidated,Both,9/6/16,9/5/21,874-1; 874-6; C132-51,"G S 5, LLC",Senior System Engineer II,Bachelors,5,133.65,136.33,
GS-00F-069GA,small business,Consolidated,Contractor,12/15/16,12/14/21,"871-1, 871-2, 871-3 and 874-1","Group W, Inc.",Senior Operations Research Analyst,Bachelors,7,133.68,136.49,139.35
GS-35F-714GA,other than small business,IT Schedule 70,Both,2/14/18,2/13/23,132-56,Calibre Systems Inc.,Healthcare Functional Expert,Bachelors,7,133.71,133.71,133.71
GS-35F-499AA,small business,IT Schedule 70,Both,10/15/19,10/14/24,132 51,"cFocus Software, Inc.",IT Security Specialist IV,Bachelors,6,133.71,133.71,133.71
47QRAA18D000A,small business,Consolidated,Both,10/16/17,10/15/22,"874-1, 874-4, 874-7",Windwalker Corporation,QA Analyst/ Database Specialist,Bachelors,5,133.71,137.06,140.48
47QTCA19D00FU,small business,IT Schedule 70,Contractor,7/23/19,7/22/24,132-51,"MUSE INTEGRA, LLC",Database Administrator III,Bachelors,5,133.72,133.72,133.72
GS-21F-044DA,small business,03FAC,customer,9/19/16,9/18/21,871 204,"DJ'S MECHANICAL, INC",Sr. Project Manager,Bachelors,6,133.75,,
47QRAA20D001T,small business,Consolidated,Both,11/21/19,11/20/24,874 1,"OVERSEAS STRATEGIC CONSULTING, LTD",Writer - Mid,Bachelors,5,133.75,136.76,139.83
47QTCA19D00H4,small business,IT Schedule 70,Both,8/9/19,8/8/24,132-51,INTEPROS FEDERAL INCORPORATED,Subject Matter Expert I,Bachelors,7,133.76,136.84,139.98
GS-29F-0040N,small business,71_IIK,Customer,12/17/18,12/16/23,541614CF and 541614OR,"BUILDING PEOPLE, LLC, THE",Workplace Project Manager (VA),Bachelors,7,133.77,137.78,141.92
47QRAA19D002Y,other than small business,Consolidated,Both,1/15/19,1/14/24,874-1 & 874-7,"INTERNATIONAL RESEARCH AND EXCHANGES BOARD, INC.",Finance Manager,Bachelors,7,133.79,133.79,133.79
